132,2
13,8
88,16
97,3
50,9
20,15
12,19
23,8
126,9
109,12
180,17
48,8
64,9
170,19

167,15
74,15
109,9
42,5
180,16
69,4
169,2
56,9
185,10
23,6
190,13
95,9
139,10
111,14
77,9
47,15
33,17
177,4
196,9
149,6
63,3
155,4
124,9
188,7
125,10
2,13
105,20
4,16
95,9
193,7
3,12
177,13
195,4
120,7
84,19
60,1
21,16
29,6
145,4
131,11
34,5
124,12
161,12
169,9
19,18
108,17
58,13
86,1
124,12
87,16
47,2
84,17
134,11
181,5
36,4
181,7
112,17
131,8
170,20
138,2
77,11
45,18
192,15
47,4
100,12
119,3
66,9
191,5
111,15
191,12
187,7
16,3
200,15
167,5
97,3
78,20
179,4
10,11
75,16
103,8
1,6
56,10
166,9
115,4
125,7
32,9
12,18
117,8
147,18
106,8
191,1
106,4
107,19
106,8
144,13
17,19
183,9
119,16
64,18
149,20

119,13
58,18
7,13
141,9
106,1
48,20
195,20
123,2
196,16
41,12
197,17
147,14
3,10
33,19
81,2
151,15
79,2
154,17
45,6
35,6
139,11
26,8
101,2
94,10
25,7
173,5
65,1
79,9
36,20
65,13
45,16
15,3
112,16
99,12
82,12
30,7
152,10
97,4
159,18
101,17
176,10
16,11
176,17
76,17
65,3
169,9
183,19
129,14
45,9
168,2
86,5
82,3
26,15
145,1
96,6
168,6
36,14
149,19
106,17
6,10
44,1
98,5
28,18
67,5
79,18
191,13
158,16
141,10
175,18
16,16
107,12
104,6
155,19
6,17
35,11
69,19
76,13
34,15
139,14
137,1
10,15
182,11
182,3
36,11
166,10
51,16
197,17
17,17
75,2
110,14
102,9
199,14
200,6
199,17
33,18
66,20
101,10
60,13
113,5
176,19

79,4
176,11
101,4
143,14
109,8
146,8
28,18
97,19
33,10
188,10
165,9
103,8
175,10
134,7
157,20
59,17
143,20
187,9
188,13
112,10
51,4
114,14
27,13
128,3
54,7
64,9
183,10
103,10
50,15
73,10
52,5
184,17
43,10
187,18
199,10
151,2
168,1
162,18
160,6
143,15
15,15
5,3
181,15
93,1
66,3
42,10
75,19
47,14
83,14
166,4
102,18
59,5
126,9
12,14
94,1
20,1
179,17
18,6
6,4
127,11
34,11
79,15
157,17
178,9
48,3
65,14
21,19
136,13
119,1
119,8
101,12
71,20
162,9
115,7
98,8
89,10
104,19
81,18
191,14
5,13
42,2
50,14
160,18
168,11
159,19
63,2
20,8
5,1
185,18
35,19
51,10
48,10
47,4
7,13
40,6
30,15
4,13
107,9
26,1
183,17

117,10
170,11
89,8
103,1
116,9
35,17
99,18
105,16
79,5
126,18
108,2
178,6
64,15
183,4
65,9
182,12
69,6
26,1
162,9
79,14
79,19
33,3
183,6
122,11
51,11
172,18
170,2
108,8
143,4
72,9
188,14
51,16
49,14
8,12
141,6
103,3
3,3
95,19
83,12
10,14
108,10
17,20
37,15
60,16
126,18
31,17
132,15
184,3
173,17
140,16
41,6
12,20
160,19
62,11
127,7
125,9
186,9
111,4
72,7
186,5
24,19
35,17
13,18
50,1
60,12
20,3
173,15
111,4
87,15
31,10
39,17
81,18
41,20
142,20
141,20
42,6
189,3
17,11
139,14
105,14
98,6
36,20
39,9
41,17
94,8
185,7
105,16
96,6
144,9
111,17
77,10
147,3
164,2
79,5
74,19
73,11
34,1
142,8
46,3
198,15

82,18
100,15
68,19
92,20
98,8
30,10
23,1
123,11
58,6
18,1
185,20
41,12
52,5
168,17
154,12
173,9
88,1
74,1
168,12
62,12
5,3
92,2
84,12
115,15
53,17
7,16
60,1
116,1
45,8
17,20
108,13
83,4
25,12
109,14
25,17
71,5
128,5
130,14
150,14
81,12
7,5
139,1
136,15
198,11
76,13
89,19
135,3
189,9
109,11
191,3
152,11
81,20
169,7
118,5
100,13
172,20
158,17
29,20
2,20
195,6
47,7
176,19
126,16
99,7
12,9
1,10
39,15
146,15
150,2
91,15
101,3
138,14
47,6
200,19
33,20
164,16
178,14
86,12
33,6
13,11
31,3
111,8
136,7
77,19
36,6
125,12
15,7
69,19
39,6
131,18
49,4
60,7
187,2
13,12
107,12
96,8
112,4
78,18
194,20
153,13

100,7
4,16
180,18
176,1
65,11
97,13
50,17
178,9
143,3
73,4
178,9
176,20
67,3
122,20
100,2
155,14
114,17
179,15
129,1
89,7
69,14
182,10
125,1
83,18
143,20
160,12
74,13
77,11
199,13
29,1
91,1
176,10
2,13
163,9
89,4
77,8
15,6
81,4
71,19
9,2
61,7
128,9
189,6
96,11
184,3
60,2
127,20
40,17
31,8
180,9
9,9
57,7
69,7
61,18
113,12
58,6
19,19
13,14
55,12
108,10
64,18
25,6
7,18
63,20
31,13
107,11
133,12
133,5
100,8
51,2
31,17
6,18
71,10
87,18
114,1
55,11
195,19
1,18
149,13
48,11
184,2
196,6
185,12
171,19
113,12
127,14
152,14
86,9
150,1
141,18
74,9
26,13
15,11
15,12
163,13
154,14
150,10
127,18
160,19
66,6

170,15
183,17
176,1
25,13
31,9
194,6
65,18
76,17
4,16
20,12
91,17
128,18
175,8
69,9
5,19
36,1
136,17
41,9
62,8
27,17
180,20
121,6
149,18
37,3
177,3
127,5
195,10
173,10
123,20
106,4
16,19
194,1
66,16
10,1
35,3
118,12
187,11
188,20
114,15
128,1
114,14
81,19
45,5
31,9
68,2
100,10
6,6
22,6
150,16
64,1
115,18
59,19
129,20
101,2
42,13
188,9
181,15
96,16
168,11
197,18
163,11
140,18
104,17
152,12
20,17
158,7
60,18
191,4
122,9
35,1
174,3
13,2
117,18
121,20
60,8
125,4
88,1
192,10
29,18
100,1
119,14
84,5
192,12
83,19
159,20
130,4
11,8
17,6
2,18
163,16
45,2
115,14
96,7
122,18
8,11
49,6
175,16
17,10
168,6
188,3

81,7
80,2
38,13
163,17
135,3
30,4
175,13
104,12
98,18
115,9
47,12
96,1
125,20
121,8
6,19
112,14
120,8
92,15
56,8
50,12
86,14
43,9
148,4
96,5
122,5
195,13
89,3
64,9
177,2
93,14
25,15
99,17
52,1
180,17
1,5
5,14
131,10
188,20
179,14
88,10
161,19
118,3
128,8
86,20
150,17
143,15
82,14
141,14
51,1
109,12
171,17
21,19
56,15
182,14
23,3
44,8
98,10
139,5
134,19
44,20
75,15
118,15
82,14
85,20
25,6
105,5
175,7
126,1
17,4
97,12
80,15
168,14
135,9
155,13
170,5
193,15
129,15
71,14
111,1
188,18
180,18
25,5
94,17
67,18
76,13
124,10
89,15
78,16
163,15
80,20
26,12
164,10
95,20
69,5
33,14
166,16
12,14
73,9
11,18
30,14

29,12
28,4
14,16
173,4
8,14
173,4
171,11
137,6
181,19
155,4
162,3
175,16
84,5
76,8
21,9
109,16
119,8
31,18
113,17
149,11
96,8
155,10
193,18
170,7
14,5
15,4
109,20
118,16
197,14
53,18
91,6
104,15
122,3
180,1
96,4
70,14
99,10
100,12
195,4
10,14
18,6
0,5
199,12
35,16
20,8
48,7
184,7
90,12
12,6
24,10
80,13
62,3
61,9
192,1
126,14
58,9
5,17
107,5
70,8
52,8
143,10
92,1
76,6
150,7
147,7
50,3
161,18
40,11
181,8
145,7
164,3
52,11
139,14
144,3
151,7
155,1
12,6
144,2
97,18
3,16
21,10
193,13
71,4
199,4
20,4
192,2
169,8
41,17
103,14
17,7
181,15
78,11
14,4
21,9
6,20
83,13
123,14
136,14
0,8
140,9

88,18
6,1
94,9
181,11
183,18
143,13
2,5
104,1
117,16
190,9
1,13
31,17
123,8
32,3
163,16
49,9
71,6
159,11
195,18
24,2
131,13
54,5
116,5
5,12
172,4
120,16
91,2
161,19
55,6
151,12
98,8
49,16
181,16
9,16
176,10
110,6
110,18
119,9
12,17
63,20
84,5
59,7
0,10
82,20
179,5
2,17
79,15
6,11
80,5
145,15
66,18
180,15
48,4
179,13
193,18
81,11
89,9
172,15
39,4
30,16
12,2
170,8
106,20
47,1
8,10
44,20
155,16
142,11
24,12
117,17
74,14
114,12
0,14
107,10
136,18
136,8
165,2
4,16
143,14
99,1
32,13
176,18
115,9
89,10
109,1
80,7
6,17
148,2
40,5
163,4
76,3
55,11
29,13
73,11
164,4
158,12
15,17
28,7
73,3
193,14

67,12
178,10
175,6
195,1
185,2
133,12
12,19
181,12
87,16
79,20
8,17
154,5
142,20
79,10
29,2
150,20
88,6
105,10
34,10
14,15
69,5
163,14
104,13
70,18
80,16
142,1
41,18
63,20
62,19
10,5
74,12
194,18
75,5
172,9
30,6
181,8
64,12
90,11
26,17
194,19
145,5
125,19
0,1
58,11
117,8
150,4
21,9
169,14
194,13
152,2
149,15
141,16
40,19
180,3
77,13
147,16
81,10
114,10
61,7
128,19
22,16
52,10
127,10
117,10
115,10
141,1
193,20
155,14
55,19
47,2
50,3
155,9
77,17
28,17
141,2
23,20
200,5
95,8
38,10
116,19
18,1
126,16
134,19
181,7
170,14
185,8
56,17
71,7
16,4
166,8
84,15
61,11
31,10
49,17
102,11
17,5
95,11
190,5
4,7
84,6

29,19
130,19
56,11
130,9
96,4
79,6
93,10
190,12
134,12
151,16
179,8
28,11
15,17
15,20
184,4
78,18
47,18
184,7
169,10
56,19
19,19
125,3
11,18
128,5
52,6
143,19
112,8
176,7
154,2
153,2
106,12
15,17
35,16
175,5
7,1
179,6
61,2
136,11
30,1
27,5
53,1
147,10
129,17
104,17
4,15
112,13
44,15
60,4
101,15
114,12
43,11
131,15
165,13
117,9
41,7
198,8
45,10
18,8
122,9
135,11
5,14
108,3
22,14
124,20
68,2
84,5
53,15
200,4
111,5
157,4
61,4
139,16
62,6
198,15
21,19
171,17
150,15
33,2
65,9
196,14
111,20
151,15
90,6
50,12
159,7
80,15
125,11
67,4
80,12
68,17
147,16
196,10
76,19
63,6
13,9
16,9
95,8
46,1
93,19
147,20

122,19
24,10
134,12
127,20
71,5
51,16
104,3
98,11
53,13
16,6
10,9
173,13
48,7
115,12
19,13
34,1
167,6
26,20
128,11
89,3
131,15
56,10
18,10
24,4
16,2
61,18
29,4
128,13
4,1
54,14
19,9
62,5
23,4
79,3
115,17
187,7
130,13
141,12
115,8
105,1
4,11
75,9
192,3
20,14
169,6
20,12
184,6
167,8
100,14
29,12
113,17
33,7
185,1
18,16
200,7
163,11
42,8
101,16
193,11
147,9
148,12
74,1
87,1
195,19
39,6
197,5
191,20
154,17
67,15
193,3
172,18
6,11
162,7
4,12
152,6
41,20
11,1
137,16
111,15
168,6
183,5
178,15
79,11
90,4
46,20
58,7
36,1
82,15
147,7
188,2
34,13
102,9
29,18
97,7
11,13
164,8
194,8
196,17
136,6
98,11

93,11
169,10
86,16
36,10
102,13
158,15
95,19
54,16
125,17
183,15
72,11
81,16
129,7
144,6
95,11
52,10
52,5
114,3
59,13
100,17
160,11
154,3
118,5
141,15
23,1
184,11
76,9
44,11
159,14
61,14
22,9
69,7
81,13
58,14
163,6
130,6
17,5
64,7
143,15
20,18
85,11
112,14
193,12
153,14
166,7
72,5
42,4
26,4
165,2
78,5
125,6
120,12
137,8
49,20
86,18
41,2
8,18
49,4
96,2
147,20
98,15
108,16
116,14
15,13
87,15
93,6
69,18
0,3
39,7
62,4
43,14
145,2
25,2
55,20
109,7
94,5
181,14
180,3
57,5
133,8
102,19
63,7
134,3
150,1
196,3
48,4
82,19
102,11
135,5
115,14
171,1
76,7
42,14
189,16
60,3
146,11
126,17
42,10
190,20
191,17

114,20
138,18
186,20
94,10
9,10
168,9
171,4
82,10
59,4
32,19
88,1
39,12
15,17
158,12
100,9
60,20
49,20
107,19
192,5
74,19
198,20
79,16
71,19
35,7
135,18
120,17
99,12
94,1
28,20
105,12
165,9
28,11
37,12
33,19
135,6
194,14
108,17
170,19
164,2
102,3
80,17
45,3
121,6
9,10
169,11
26,4
183,16
118,13
59,6
124,19
60,7
116,6
70,9
26,20
90,8
48,6
137,19
45,9
157,5
175,1
105,2
151,3
1,6
172,4
47,8
117,13
121,14
122,7
38,17
116,14
14,4
190,16
59,1
193,1
158,18
100,8
159,17
147,20
163,5
171,6
37,11
79,16
180,7
137,20
118,9
154,16
111,8
105,19
12,3
88,14
30,7
136,12
76,7
196,2
18,5
148,9
118,10
41,19
102,14
109,12

9,17
143,10
130,6
119,4
71,6
151,11
161,8
53,17
83,20
141,4
144,7
76,15
13,14
84,13
66,3
191,3
107,15
194,4
150,14
19,7
34,17
195,20
172,11
191,17
64,10
59,18
75,14
139,10
105,10
120,4
72,20
179,7
106,5
177,12
189,13
159,18
81,20
110,20
111,15
74,4
41,16
132,14
48,15
177,3
87,8
89,19
116,16
65,12
71,16
144,3
126,17
98,4
35,20
18,17
169,4
150,3
26,9
162,11
143,11
44,1
142,20
142,6
176,2
26,15
152,6
2,15
114,17
57,7
6,8
115,12
123,7
126,13
112,7
155,19
186,2
2,10
112,19
197,13
67,7
0,8
125,17
61,12
125,16
178,20
147,20
22,7
157,12
195,8
1,1
46,1
166,3
151,3
181,2
176,1
161,16
193,10
98,8
148,16
131,9
116,2

158,16
114,19
152,3
36,6
127,3
134,14
155,5
133,17
128,9
190,10
191,13
160,19
135,15
7,12
175,7
37,6
70,2
100,12
43,1
188,18
78,10
40,14
52,15
122,14
107,1
105,12
109,13
161,18
15,10
184,7
102,12
169,6
80,14
58,12
124,19
186,12
112,10
147,13
108,4
19,20
70,3
143,1
197,6
93,2
179,5
74,11
151,5
33,10
65,11
23,1
49,3
161,5
108,11
145,3
49,3
184,11
58,7
99,13
93,12
71,7
176,7
9,10
134,10
1,9
40,4
168,7
25,18
56,11
171,17
159,16
11,11
8,8
57,1
192,13
154,12
47,12
148,15
9,11
79,18
125,20
140,9
182,4
122,2
186,14
177,9
97,8
95,18
39,12
140,14
132,4
78,8
5,19
137,2
188,4
3,7
99,15
175,9
129,19
49,4
127,18

138,14
26,14
0,9
4,6
98,6
152,16
111,14
183,11
67,2
120,6
1,16
29,7
186,19
131,9
118,5
77,20
192,4
75,12
2,1
62,1
164,3
153,13
29,14
177,2
8,1
147,7
160,5
122,10
172,10
67,18
2,8
37,9
190,7
90,11
50,11
150,18
178,14
22,12
46,2
198,4
161,2
152,2
147,15
7,11
165,19
76,9
52,1
29,6
51,5
128,4
127,17
108,17
68,19
140,15
134,20
24,16
92,18
187,13
114,13
40,16
120,3
136,7
191,1
160,9
67,2
97,10
99,2
103,2
137,9
137,19
92,18
105,11
176,14
121,17
146,14
188,9
197,18
167,15
72,18
101,13
181,19
62,16
52,13
143,1
194,11
168,6
163,7
30,6
29,16
105,1
23,19
149,8
111,10
145,5
184,13
36,8
9,18
175,3
151,4
20,10

148,3
12,14
3,1
65,14
149,6
4,19
183,17
192,11
179,20
181,18
14,4
38,16
163,6
47,15
155,13
29,6
100,2
8,11
153,7
70,15
42,9
64,10
139,6
80,3
150,4
192,3
4,12
80,1
128,14
26,11
101,5
69,20
148,15
166,2
38,2
180,5
31,7
68,19
20,16
131,2
8,1
177,7
0,13
49,2
58,6
75,13
25,6
173,4
1,15
92,5
135,19
0,5
161,6
37,1
53,7
104,13
124,14
130,18
196,2
33,7
120,17
140,13
60,18
11,8
36,20
195,5
182,14
73,8
119,20
186,14
76,4
0,10
58,1
95,13
189,13
67,6
44,16
58,11
168,3
126,19
164,14
120,15
103,11
164,6
62,10
179,12
22,4
73,11
49,19
93,9
143,8
33,6
52,7
129,13
23,17
189,9
141,19
82,4
172,10
140,2

94,11
186,2
93,8
21,19
1,3
170,17
44,10
70,9
167,15
34,14
38,4
91,20
155,9
29,16
82,20
136,13
138,2
115,7
111,9
83,16
41,17
32,2
81,15
81,17
136,9
136,15
13,20
171,10
82,13
152,20
74,17
34,20
110,15
151,15
73,5
147,12
156,19
136,8
1,2
72,18
90,14
60,5
86,5
129,4
2,13
138,14
177,19
185,15
190,9
63,19
151,7
131,13
77,19
21,14
165,10
23,14
24,18
71,11
25,9
166,18
8,1
49,14
165,16
139,11
178,15
87,8
0,7
181,19
121,11
145,5
75,12
167,2
116,4
173,16
132,1
119,8
187,4
9,15
105,7
117,14
31,19
176,6
99,13
54,20
29,16
184,12
154,1
21,16
153,4
120,17
116,18
164,12
41,10
197,4
103,11
82,16
136,8
194,10
58,18
144,15

93,4
85,15
30,17
139,5
161,11
42,5
82,8
117,10
189,2
99,3
200,14
16,14
120,8
91,11
116,16
146,17
121,18
11,18
120,13
151,6
162,16
104,14
141,18
130,10
124,20
167,14
11,15
72,2
198,7
74,11
120,2
13,17
28,14
86,4
69,15
139,4
76,2
193,14
92,13
180,8
143,20
51,6
121,3
3,9
70,2
91,3
86,4
76,15
167,1
30,3
108,20
52,20
50,15
153,14
38,10
188,14
0,6
178,3
188,15
124,13
128,13
137,18
75,4
176,7
133,5
179,17
70,19
96,17
105,9
17,13
0,6
32,15
189,12
81,13
30,7
15,2
199,17
106,4
37,11
96,19
146,15
153,9
93,20
164,6
50,5
107,17
199,6
29,3
193,3
188,7
175,16
108,18
178,18
13,13
24,4
108,18
0,11
79,15
145,2
69,5

90,4
31,14
133,8
25,4
193,16
114,15
195,5
29,16
148,20
0,20
185,9
157,17
42,12
128,14
137,9
120,20
153,14
6,10
162,10
45,13
37,15
104,8
144,12
71,5
57,2
99,3
32,2
60,6
81,13
98,17
18,13
7,15
197,11
44,18
113,12
126,10
16,2
101,4
38,13
8,3
87,20
126,14
7,6
169,6
48,17
183,14
160,17
51,20
190,5
192,4
12,16
197,6
17,13
184,19
88,20
86,6
94,20
197,15
185,10
64,12
174,16
127,11
106,3
3,11
180,3
107,4
156,12
60,2
50,17
95,10
172,10
68,19
12,1
17,3
133,13
40,3
25,19
4,7
142,10
27,18
37,17
197,8
15,3
2,9
32,5
144,11
85,19
37,19
125,11
175,4
31,6
77,2
100,18
37,19
12,9
36,7
199,7
191,9
63,16
116,18

159,15
161,13
23,18
55,14
122,7
72,4
42,17
78,15
126,2
75,16
66,18
133,4
64,4
84,6
60,19
45,5
6,4
34,14
145,10
83,14
122,11
79,4
53,5
68,19
149,2
195,14
63,14
62,20
54,10
148,15
73,8
94,14
51,20
114,2
36,2
63,4
118,15
189,3
35,14
109,11
121,15
183,19
181,5
174,1
11,18
56,14
151,6
165,6
153,13
113,4
61,18
127,3
22,15
1,4
63,2
121,18
26,14
50,4
137,4
137,16
160,18
44,3
124,11
29,7
57,16
112,10
83,9
186,17
65,5
21,16
188,18
118,20
3,1
144,14
59,18
196,14
187,15
150,8
170,18
82,13
99,14
198,12
175,4
176,1
49,1
13,13
112,5
24,19
117,1
135,7
113,17
45,13
43,18
14,13
54,12
138,14
132,12
148,2
118,10
31,2

159,15
104,18
143,15
22,17
92,17
104,2
131,4
23,10
89,6
27,15
8,6
124,10
46,16
87,16
81,6
121,1
103,9
15,12
65,8
183,2
154,18
13,3
94,2
155,16
82,10
118,20
19,6
195,20
73,1
178,8
75,16
173,19
55,6
162,9
138,15
111,12
16,20
75,4
199,6
200,3
92,7
199,6
31,4
92,14
60,18
125,9
162,2
142,15
181,3
24,20
69,3
154,20
87,19
54,1
3,17
82,3
25,17
122,11
68,17
177,14
129,12
101,5
61,15
56,3
143,20
79,9
55,16
130,14
101,6
170,14
153,6
185,15
177,18
107,7
86,5
2,3
53,15
103,1
108,12
166,17
46,17
146,8
65,17
6,15
79,17
174,1
114,2
10,20
106,16
115,1
77,19
179,16
92,3
124,20
102,7
155,2
83,17
93,9
21,1
45,5

118,2
177,19
10,11
76,2
166,9
19,12
132,7
78,16
55,1
84,5
177,6
131,7
87,17
6,7
160,17
3,13
89,15
137,5
27,19
67,3
33,9
146,20
77,6
13,5
22,16
63,9
143,20
6,20
99,4
161,16
4,10
59,12
118,12
187,7
123,19
99,5
32,4
169,2
119,13
81,5
13,14
95,8
74,12
99,4
81,16
43,10
25,8
8,19
143,3
103,3
26,17
28,1
1,16
10,1
65,4
150,14
123,7
146,1
66,4
45,7
191,19
153,13
140,12
64,5
57,5
129,15
159,17
87,12
169,2
133,10
35,14
183,2
38,19
182,18
84,6
191,19
132,4
41,17
120,1
139,18
10,2
75,9
126,14
41,7
93,5
186,14
5,1
22,6
93,16
192,20
104,4
149,7
86,2
81,10
66,15
50,18
82,12
13,14
172,11
109,14

67,9
67,7
163,1
146,14
16,17
84,6
128,19
184,10
43,5
46,15
119,16
104,17
49,9
147,10
41,12
130,16
151,3
4,17
37,11
29,8
3,19
125,20
90,5
41,1
76,14
47,8
131,15
199,16
57,11
142,13
75,10
132,17
102,11
75,1
110,11
175,11
6,1
178,7
172,6
104,16
27,10
28,12
86,12
126,6
183,9
83,4
181,12
121,5
49,5
192,5
143,13
31,13
39,16
92,18
66,12
90,17
45,13
44,9
24,3
52,4
114,7
175,14
162,14
165,14
87,8
96,15
168,12
174,4
104,19
8,10
6,9
42,15
200,10
123,19
26,5
130,5
131,2
60,5
62,1
187,3
86,13
39,5
13,1
7,9
140,6
108,12
108,8
52,9
135,17
115,12
195,12
122,19
176,9
156,18
84,15
35,17
60,10
111,7
4,13
174,2

138,13
18,17
47,8
14,11
10,18
92,12
175,14
169,7
122,10
123,12
109,12
193,10
177,19
143,14
7,19
120,12
102,5
160,7
118,4
65,19
132,19
111,3
21,16
57,12
128,15
96,7
159,5
166,2
127,12
67,18
181,13
75,17
173,11
15,8
30,9
142,4
114,19
95,8
200,8
2,18
90,14
190,12
176,12
113,8
60,4
77,14
120,2
138,12
185,6
95,20
1,20
186,5
85,10
139,20
74,1
113,1
197,16
127,17
15,13
146,3
141,15
13,10
105,3
105,10
137,18
86,2
37,3
4,20
45,13
0,16
47,2
15,2
80,6
9,6
111,17
94,2
96,7
40,13
8,4
182,8
94,14
73,8
198,17
167,9
96,4
24,1
95,14
153,17
156,10
30,18
190,17
180,16
75,10
120,6
30,11
166,6
109,18
103,13
40,13
182,16

143,8
147,15
165,12
11,16
195,7
112,2
133,15
88,20
29,19
59,4
48,20
55,18
97,8
133,5
76,12
31,16
183,4
101,14
77,19
20,17
74,4
83,14
119,16
149,10
178,12
114,17
94,13
97,11
65,11
126,16
163,14
98,2
166,15
8,13
185,8
188,18
158,19
39,19
128,4
92,19
159,19
130,12
30,10
13,19
111,18
165,12
69,12
37,12
38,10
174,12
139,16
110,12
27,5
119,3
84,18
134,1
41,18
195,16
32,16
123,15
132,6
140,9
182,9
134,17
175,9
186,9
127,10
127,4
200,2
110,15
123,10
85,1
147,5
139,14
40,9
123,14
133,5
84,5
157,8
113,1
121,8
32,8
76,1
56,7
79,9
84,20
122,5
179,8
86,16
164,18
154,12
125,19
160,18
129,9
152,14
182,7
99,15
173,14
134,5
104,17

177,1
73,13
108,8
12,17
142,5
185,19
174,8
32,18
137,10
81,11
170,2
140,8
102,6
136,8
196,3
124,7
116,12
15,4
48,1
92,6
159,13
107,5
93,2
29,11
146,4
167,4
170,18
79,8
146,20
59,13
98,7
128,3
17,10
27,20
30,18
175,15
15,9
80,1
52,13
134,8
76,14
33,18
184,13
16,19
162,8
2,19
155,8
163,9
53,17
105,3
161,3
4,19
191,6
76,20
34,13
183,20
47,17
199,7
48,1
13,12
56,7
46,6
110,18
82,17
160,19
182,1
31,14
65,8
77,15
123,1
19,20
4,12
58,2
133,13
0,14
195,3
187,12
190,14
159,17
111,4
79,10
119,15
47,12
97,20
156,5
81,16
176,14
72,8
13,2
31,18
19,6
51,8
100,6
52,1
42,5
50,4
197,10
90,13
23,6
195,2

195,12
88,3
149,6
134,9
98,19
142,17
185,4
105,5
48,9
17,16
21,14
141,5
50,17
136,20
172,19
40,19
131,19
160,15
141,2
1,6
40,12
47,15
173,7
11,7
197,12
72,12
189,15
119,3
136,18
151,12
147,13
169,1
104,13
168,7
102,2
150,16
98,20
23,10
166,3
21,16
168,5
116,3
188,16
161,3
161,13
15,2
142,20
191,8
177,8
31,5
98,17
137,5
34,1
16,18
68,10
101,9
143,6
40,3
63,5
37,12
57,18
176,9
68,6
70,19
132,12
151,13
126,9
76,5
90,20
99,2
89,6
175,1
195,13
39,20
17,5
123,20
177,4
179,5
196,3
105,3
17,4
115,8
99,9
189,3
69,4
39,3
60,14
122,5
148,18
120,8
2,3
144,18
5,3
195,16
194,3
145,2
96,4
138,1
56,15
182,12

20,13
118,6
144,20
24,5
8,20
168,5
15,6
83,10
13,10
189,14
15,11
122,8
78,6
95,4
162,17
8,10
4,2
44,8
11,5
165,9
142,18
74,3
2,15
176,6
2,7
23,15
99,7
46,11
134,14
181,16
90,11
2,20
76,3
129,7
60,18
158,6
24,15
134,17
26,5
1,18
20,16
91,7
171,19
65,18
183,4
88,9
100,10
16,4
144,9
88,6
106,1
187,3
58,18
190,4
88,20
146,14
57,17
144,1
135,16
184,9
127,18
20,3
72,1
163,19
24,13
148,4
198,13
27,9
194,2
12,6
39,16
83,17
162,18
141,9
151,14
193,5
179,9
93,20
96,10
43,8
60,17
122,14
156,7
128,20
156,20
42,19
181,7
153,10
70,20
191,11
177,5
166,8
138,4
52,16
121,5
125,12
111,2
45,2
153,19
2,3

30,4
96,10
45,9
151,18
4,3
48,16
107,1
153,4
43,7
97,4
136,14
94,6
84,20
149,6
112,11
76,9
36,2
35,19
88,19
75,1
68,16
26,12
120,16
129,5
41,17
166,15
135,8
60,14
140,12
26,10
153,8
9,5
30,20
21,17
62,3
129,8
131,18
105,6
167,10
101,14
155,10
15,6
110,16
186,11
111,3
163,9
186,18
10,11
96,20
86,7
8,12
173,20
117,19
24,17
149,9
98,2
64,6
149,16
149,18
35,4
130,19
74,11
47,10
104,15
114,2
50,6
181,4
41,4
32,13
142,1
96,16
103,13
160,4
165,9
193,15
176,8
187,1
79,18
147,9
70,13
131,2
106,8
30,11
121,18
33,11
62,17
106,3
190,7
117,17
159,20
147,10
